Date,Visiting,Home,Period,Time,Challenging Team,Challenge Type,Result,Link
14-Dec,SAS,PHX,3rd,2:51,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_PHX_Phoenix_Defensive_Foul_Challenge_121419
14-Dec,BKN,TOR,4th,8:32,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_TOR_Toronto_Offensive_Foul_Challenge_121419
14-Dec,CLE,MIL,3rd,:18.2,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_MIL_Milwaukee_Defensive_Foul_Challenge_121419
14-Dec,MIA,DAL,4th,2:15,DAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_DAL_Dallas_Offensive_Foul_Challenge_121419
14-Dec,DET,HOU,3rd,8:18,DET,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_HOU_Detroit_Out_of_Bounds_Challenge_121419
13-Dec,IND,ATL,2nd,1:43,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_ATL_Atlanta_Defensive_Foul_Challenge_121319
13-Dec,MIL,MEM,3rd,7:19,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_MEM_Milwaukee_Offensive_Foul_Challenge_121319
13-Dec,GSW,UTA,4th,7:40,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_UTA_Golden_State_Defensive_Foul_Challenge_121319
13-Dec,NYK,SAC,4th,2:39,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_SAC_Sacramento_Loose_Ball_Foul_Challenge_121319
13-Dec,LAC,MIN,4th,1:42,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_MIN_LA_Clippers_Defensive_Foul_Challenge_121319
12-Dec,PHI,BOS,2nd,1:46,Bos,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_BOS_Boston_Defensive_Foul_Challenge_121219
11-Dec,LAL,ORL,1st,8:07,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_ORL_Orlando_Defensive_Foul_Challenge_121119
11-Dec,BOS,IND,4th,4:50,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_IND_Indiana_Defensive_Foul_Challenge_121119
11-Dec,ATL,CHI,4th,11:43,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_CHI_Atlanta_Defensive_Foul_Challenge_121119
11-Dec,UTA,MIN,4th,:48,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_MIN_Minnesota_Defensive_Foul_Challenge_121119
11-Dec,OKC,SAC,4th,11:05,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_SAC_Sacramento_Defensive_Foul_Challenge_121119
11-Dec,NYK,GSW,4th,:12.1,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_GSW_New_York_Defensive_Foul_Challenge_121119
11-Dec,NYK,GSW,OT1,3:21,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_GSW_Golden_State_Defensive_Foul_Challenge_121119
10-Dec,WAS,CHA,1st,7:30,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_CHA_Charlotte_Defensive_Foul_Challenge_121019
10-Dec,WAS,CHA,4th,8:07,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_CHA_Washington_Defensive_Foul_Challenge_121019
9-Dec,DET,NOP,3rd,3:42,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_NOP_Detroit_Offensive_Foul_Challenge_120919
9-Dec,ORL,MIL,4th,:50.2,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_MIL_Milwaulkee_Defensive_Foul_Challenge_120919
9-Dec,SAC,HOU,3rd,:44.1,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_HOU_Houston_Offensive_Foul_Challenge_120919
9-Dec,SAC,HOU,3rd,:32,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_HOU_Sacramento_Defensive_Foul_Challenge_120919
9-Dec,OKC,UTA,3rd,6:29,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_UTA_Utah_Offensive_Foul_Challenge_120919
9-Dec,OKC,UTA,3rd,:08.5,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_UTA_Oklahoma_City_Defensive_Foul_Challenge_120919
9-Dec,MIN,PHX,1st,6:21,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_PHX_Minnesota_Defensive_Foul_Challenge_120919
8-Dec,ATL,CHA,4th,6:44,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_CHA_Atlanta_Defensive_Foul_Challenge_120819
8-Dec,TOR,PHI,4th,:23,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_PHI_Toronto_Defensive_Foul_Challenge_120819
8-Dec,SAC,DAL,4th,8:49,DAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_DAL_Dallas_OB_Challenge_120819
6-Dec,ORL,CLE,4th,3:52,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_CLE_Orlando_Defensive_Foul_Challenge_120619
6-Dec,DEN,BOS,3rd,7:21,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_BOS_Boston_Defensive_Foul_Challenge_120619
6-Dec,OKC,MIN,4th,5:36,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_OKC_Oklahoma_City_Out_of_Bounds_Challenge_120619
6-Dec,SAC,SAS,4th,37.6,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_SAS_Sacramento_Offensive_Foul_Challenge_120619
6-Dec,SAC,SAS,4th,15.1,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_SAS_San_Antonio_Defensive_Foul_Challenge_120619
6-Dec,LAL,POR,2nd,6:49,POR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_POR_Portland_Out_of_Bounds_Challenge_120619
5-Dec,PHI,WAS,4th,4:06,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_WAS_Washington_Defensive_Foul_Challenge_120519
5-Dec,HOU,TOR,4th,1:14,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_TOR_Houston_Defensive_Foul_Challenge_120519
4-Dec,MIL,DET,3rd,1:59,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_DET_Detroit_Defensive_Foul_Challenge_120419
4-Dec,PHX,ORL,3rd,3:07,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_ORL_Phoenix_Defenisve_Foul_Challenge_120419
4-Dec,BKN,ATL,4th,7:41,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_ATL_Brooklyn_Defensive_Foul_Challenge_120419
4-Dec,BKN,ATL,4th,7:29,ATL,GT,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_ATL_Atlanta_Goaltending_Challenge_120419
4-Dec,MIA,BOS,4th,3:14,MIA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_BOS_Miami_Offensive_Foul_Challenge_120419
4-Dec,LAL,UTA,2nd,8:08,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_UTA_Utah_Defensive_Foul_Challenge_120419
4-Dec,IND,OKC,3rd,:34,OKC,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_OKC_Oklahoma_City_Out_of_Bounds_Challenge_120419
3-Dec,DET,CLE,1st,8:32,CLE,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CLE_Cleveland_OB_Challenge_120319
3-Dec,ORL,WAS,4th,3:22,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_WAS_Orlando_Defensive_Foul_Challenge_120319
3-Dec,DAL,NOP,3rd,28.5,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_NOP_New_Orleans_Defensive_Foul_Challenge_120319
3-Dec,MIA,TOR,4th,38.4,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_TOR_Toronto_Defensive_Foul_Challenge_120319
3-Dec,HOU,SAS,4th,:00.4,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_SAS_Houston_Offensive_Foul_Challenge_120319
3-Dec,LAL,DEN,3rd,1:14,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_DEN_Denver_Defensive_Foul_Challenge_120319
2-Dec,PHX,CHA,1st,7:30,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_CHA_Phoenix_Defensive_Foul_Challenge_120219
2-Dec,PHX,CHA,4th,10:41,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_CHA_Charlotte_Offensive_Foul_Challenge_120219
2-Dec,UTA,PHI,2nd,5:44,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_PHI_Philadelphia_Defensive_Foul_Challenge_120219
2-Dec,GSW,ATL,1st,4:22,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_ATL_Golden_State_Defensive_Foul_Challenge_120219
2-Dec,NYK,MIL,3rd,7:35,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_MIL_New_York_Defensive_Foul_Challenge_120219
1-Dec,MIA,BKN,4th,:29,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_BKN_Brooklyn_Defensive_Foul_Challenge_120119
1-Dec,BOS,NYK,4th,1:09,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_NYK_Boston_Defensive_Foul_Challenge_120119
1-Dec,SAS,DET,2nd,8:20,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_DET_Detroit_Defensive_Foul_Challenge_120119
1-Dec,SAS,DET,2nd,5:12,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_DET_San_Antonio_Defensive_Foul_Challenge_120119
30-Nov,IND,PHI,4th,3:20,PHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_PHI_Philadelphia_Out_Of_Bounds_Challenge_113019
30-Nov,DEN,SAC,4th,34.8,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_SAC_Sacramento_Defensive_Foul_113019
29-Nov,BOS,BKN,3rd,8:56,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_BKN_Brooklyn_Defensive_Foul_Challenge_112919
29-Nov,BOS,BKN,4th,5:42,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_BKN_Boston_Offensive_Foul_Challenge_112919
29-Nov,TOR,ORL,2nd,7:53,TOR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ORL_Toronto_Out_Of_Bounds_Challenge_112919
29-Nov,TOR,ORL,4th,3:33,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ORL_Orlando_Offensive_Foul_Challenge_112919
29-Nov,PHI,NYK,1st,10:51,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_NYK_New_York_Defensive_Foul_Challenge_112919
29-Nov,GSW,MIA,3rd,47.2,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_MIA_Golden_State_Defensive_Foul_Challenge_112919
29-Nov,NOP,OKC,3rd,6:43,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_OKC_New_Orleans_Defensive_Foul_Challenge_112919
29-Nov,DAL,PHX,3rd,10:29,DAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_PHX_Dallas_Out_Of_Bounds_Challenge_112919
29-Nov,CHI,POR,4th,9:34,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_POR_Chicago_Defensive_Foul_Challenge_112919
29-Nov,CHI,POR,4th,14:24,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_POR_Portland_Defensive_Foul_112919
29-Nov,WAS,LAL,4th,9:15,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_LAL_Washington_Defensive_Foul_Challenge_112919
27-Nov,BKN,BOS,4th,9:23,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_BOS_Brooklyn_Out_of_Bounds_Challenge_112719
27-Nov,BKN,BOS,4th,8:56,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_BOS_Boston_Defensive_Foul_Challenge_112719
27-Nov,DET,CHA,1st,7:56,CHA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CHA_Charlotte_Defensive_Foul_Challenge_112719_v2
27-Nov,SAC,PHI,3rd,7:25,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHI_Sacramento_Defensive_Foul_Challenge_112719
27-Nov,SAC,PHI,4th,1:16,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_PHI_Phildaelphia_Defensive_Foul_Challenge_112719
27-Nov,UTA,IND,4th,6:43,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_IND_Indiana_Defensive_Foul_Challenge_112719
27-Nov,MIN,SAS,4th,8:08,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_SAS_San_Antonio_Defensive_Foul_Challenge_112719
27-Nov,WAS,PHX,2nd,5:44,WAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_PHX_Washington_Offensive_Foul_Challenge_112719
27-Nov,LAC,MEM,4th,7:01,MEM,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_MEM_Memphis_Out_of_Bounds_Challenge_112719
27-Nov,LAL,NOP,4th,1:22,LAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_NOP_LA_Lakers_Defensive_Foul_Challenge_112719
25-Nov,ORL,DET,4th,6:05,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_DET_Detroit_Defensive_Foul_Challenge_112519
25-Nov,MIN,ATL,4th,11:25,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_ATL_Minnesota_Defensive_Foul_Challenge_112519
25-Nov,PHI,TOR,2nd,4:23,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_TOR_Toronto_Defensive_Foul_Challenge_112519
25-Nov,PHI,TOR,4th,4:39,PHI,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_TOR_Phildaelphia_Out_of_Bounds_Challenge_112519
25-Nov,SAC,BOS,3rd,9:25,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_BOS_Boston_Defensive_Foul_Challenge_112519
25-Nov,POR,CHI,1st,10:00,CHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_CHI_Chicago_Offensive_Foul_Challenge_112519
25-Nov,UTA,MIL,2nd,7:12,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_MIL_Milwaukee_Offensive_Foul_Challenge_112519
24-Nov,DAL,HOU,3rd,10:04,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_HOU_Houston_Defensive_Foul_Challenge_112419
24-Nov,BKN,NYK,4th,4:54,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_NYK_New_York_Defensive_Foul_Challenge_112419
23-Nov,CHI,CHA,3rd,37.6,CHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_CHA_Chicago_Out_of_Bounds_Challenge_112319
23-Nov,SAS,NYK,4th,2:24,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_NYK_New_York_Defensive_Foul_Challenge_112319
23-Nov,NOP,UTA,4th,7:55,UTA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_UTA_Utah_Defensive_Foul_Challenge_112319_v2
22-Nov,LAL,OKC,2nd,4:26,LAL,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_OKC_LA_Lakers_OB_Challenge_112219
22-Nov,LAL,OKC,4th,9:32,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_OKC_Oklahoma_City_Defensive_Foul_Challenge_112219
22-Nov,MIA,CHI,4th,1:00,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_CHI_Chicago_Defensive_Foul_Challenge_112219
22-Nov,CLE,DAL,3rd,8:35,CLE,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_DAL_Cleveland_Goaltending_Challenge_112219
22-Nov,GSW,UTA,4th,:04,UTA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_UTA_Utah_Defensive_Foul_Challenge_112219
20-Nov,CHA,BKN,4th,4:02,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_BKN_Brooklyn_Out_of_Bounds_Challenge_112019
20-Nov,GSW,DAL,2nd,1:58,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_DAL_Golden_State_Defensive_Foul_Challenge_112019
20-Nov,MIL,ATL,4th,1:01,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_ATL_Atlanta_Defensive_Foul_Challenge_112019
20-Nov,ORL,TOR,3rd,6:15,ORL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_TOR_Orlando_Out_of_Bounds_Challenge_112019
20-Nov,ORL,TOR,3rd,1:11,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_TOR_Toronto_Defensive_Foul_Challenge_112019
20-Nov,HOU,DEN,4th,7:29,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_DEN_Denver_Defensive_Foul_Challenge_112019
20-Nov,BOS,LAC,4th,2:39,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_LAC_Boston_Defensive_Foul_Challenge_112019
19-Nov,GSW,MEM,2nd,2:07,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_MEM_Golden_State_Defensive_Foul_Challenge_111919
19-Nov,PHX,SAC,3rd,8:32,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_SAC_Sacramento_Defensive_Foul_Challenge_111919
18-Nov,CLE,NYK,3rd,4:48,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_New_York_Defensive_Foul_Challenge_111819
18-Nov,CLE,NYK,3rd,0.3,CLE,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_Cleveland_Offensive_Foul_Challenge_111819_v2
18-Nov,CHA,TOR,3rd,:25,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_TOR_Toronto_Defensive_Foul_Challenge_111819
18-Nov,IND,BKN,3rd,3:10,IND,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_BKN_Indiana_Out_of_Bounds_Challenge_111819
18-Nov,POR,HOU,3rd,9:08,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_HOU_Houston_Defensive_Foul_Challenge_111819
18-Nov,BOS,PHX,2nd,4:39,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_PHX_Phoenix_Defensive_Foul_Challenge_111819
18-Nov,OKC,LAC,4th,7,LAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_LAC_LA_Clippers_Defensive_Foul_Challenge_111819
17-Nov,BOS,SAC,4th,:13,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_SAC_Boston_Defensive_Foul_Challenge_111719
17-Nov,WAS,ORL,4th,7:01,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_ORL_Washington_Defensive_Foul_Challenge_111719
16-Nov,POR,SAS,4th,0:37,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_SAS_San_Antonio_Offensive_Foul_Challenge_111619
15-Nov,BOS,GSW,3rd,8:24,GSW,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_GSW_Golden_State_Defensive_Foul_Challenge_111519
15-Nov,PHI,OKC,4th,4:37,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_OKC_Oklahoma_City_Out_Of_Bounds_Challenge_111519
15-Nov,WAS,MIN,1st,5:08,WAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_MIN_Washington_Defensive_Foul_Challenge_111519
15-Nov,WAS,MIN,3rd,42.2,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_MIN_Minnesota_Defensive_Foul_Challenge_111519
15-Nov,IND,HOU,3rd,3:42,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_HOU_Indiana_Offensive_Foul_Challenge_111519
15-Nov,IND,HOU,4th,4:40,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_HOU_Houston_Defensive_Foul_Challenge_111519
14-Nov,DAL,NYK,4th,8:36,DAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_NYK_Dallas_Defensive_Foul_Challenge_111419
13-Nov,LAC,HOU,2nd,9:50,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_HOU_Houston_Offensive_Foul_Challenge_111319
13-Nov,WAS,BOS,2nd,6:29,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_BOS_Boston_Offensive_Foul_Challenge_111319
13-Nov,SAS,MIN,4th,9:33,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_MIN_San_Antonio_Defensive_Foul_Challenge_111319
13-Nov,GSW,LAL,3rd,5:02,LAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_LAL_Los_Angeles_Out_of_bounds_Challenge_111319
12-Nov,OKC,IND,4th,9:44,OKC,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_IND_Oklahoma_City_Goaltending_Challenge_111219
12-Nov,DET,MIA,4th,7:18,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_MIA_Detroit_Defensive_Foul_Challenge_111219
12-Nov,NYK,CHI,2nd,1:11,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_CHI_New_York_Offensive_Foul_Challenge_111219
12-Nov,BKN,UTA,4th,16.9,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_UTA_Brooklyn_Defensive_Foul_Challenge_111219
12-Nov,POR,SAC,4th,38.4,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_SAC_Sacramento_Loose_Ball_Foul_Challenge_111219
11-Nov,MIN,DET,4th,11:31,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_DET_Detroit_Offensive_Foul_Challenge_111119
11-Nov,MIN,DET,4th,9.8,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_DET_Minnesota_Defenisve_Foul_Challenge_111119
11-Nov,MEM,SAS,4th,9.4,MEM,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_SAS_Memphis_Defensive_Foul_Challenge_111119
11-Nov,HOU,NOP,4th,8:11,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_NOP_Houston_Defensive_Foul_Challenge_111119
11-Nov,UTA,GSW,2nd,3:54,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_GSW_Golden_State_Defensive_Foul_Challenge_111119
10-Nov,BKN,PHX,1st,3:29,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_PHX_Phoenix_Defensive_Foul_Challenge_111019
10-Nov,CLE,NYK,3rd,3:09,CLE,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_Cleveland_OB_Challenge_111019
10-Nov,CLE,NYK,4th,10:43,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_NYK_New_York_Offensive_Foul_Challenge_111019
